GeoType,GEOID,GeoName,County,State
County,47135,"Perry County, Tennessee",Perry County,Tennessee
County,47137,"Pickett County, Tennessee",Pickett County,Tennessee
County,47139,"Polk County, Tennessee",Polk County,Tennessee
County,47141,"Putnam County, Tennessee",Putnam County,Tennessee
County,47143,"Rhea County, Tennessee",Rhea County,Tennessee
County,47145,"Roane County, Tennessee",Roane County,Tennessee
County,47147,"Robertson County, Tennessee",Robertson County,Tennessee
County,47149,"Rutherford County, Tennessee",Rutherford County,Tennessee
County,47151,"Scott County, Tennessee",Scott County,Tennessee
County,47153,"Sequatchie County, Tennessee",Sequatchie County,Tennessee
County,47155,"Sevier County, Tennessee",Sevier County,Tennessee
County,47157,"Shelby County, Tennessee",Shelby County,Tennessee
County,47159,"Smith County, Tennessee",Smith County,Tennessee
County,47161,"Stewart County, Tennessee",Stewart County,Tennessee
County,47163,"Sullivan County, Tennessee",Sullivan County,Tennessee
County,47165,"Sumner County, Tennessee",Sumner County,Tennessee
County,47167,"Tipton County, Tennessee",Tipton County,Tennessee
County,47169,"Trousdale County, Tennessee",Trousdale County,Tennessee
County,47171,"Unicoi County, Tennessee",Unicoi County,Tennessee
County,47173,"Union County, Tennessee",Union County,Tennessee
County,47175,"Van Buren County, Tennessee",Van Buren County,Tennessee
County,47177,"Warren County, Tennessee",Warren County,Tennessee
County,47179,"Washington County, Tennessee",Washington County,Tennessee
County,47181,"Wayne County, Tennessee",Wayne County,Tennessee
County,47183,"Weakley County, Tennessee",Weakley County,Tennessee
County,47185,"White County, Tennessee",White County,Tennessee
County,47187,"Williamson County, Tennessee",Williamson County,Tennessee
County,47189,"Wilson County, Tennessee",Wilson County,Tennessee
County,48001,"Anderson County, Texas",Anderson County,Texas
County,48003,"Andrews County, Texas",Andrews County,Texas
County,48005,"Angelina County, Texas",Angelina County,Texas
County,48007,"Aransas County, Texas",Aransas County,Texas
County,48009,"Archer County, Texas",Archer County,Texas
County,48011,"Armstrong County, Texas",Armstrong County,Texas
County,48013,"Atascosa County, Texas",Atascosa County,Texas
County,48015,"Austin County, Texas",Austin County,Texas
County,48017,"Bailey County, Texas",Bailey County,Texas
County,48019,"Bandera County, Texas",Bandera County,Texas
County,48021,"Bastrop County, Texas",Bastrop County,Texas
County,48023,"Baylor County, Texas",Baylor County,Texas
County,48025,"Bee County, Texas",Bee County,Texas
County,48027,"Bell County, Texas",Bell County,Texas
County,48029,"Bexar County, Texas",Bexar County,Texas
County,48031,"Blanco County, Texas",Blanco County,Texas
County,48033,"Borden County, Texas",Borden County,Texas
County,48035,"Bosque County, Texas",Bosque County,Texas
County,48037,"Bowie County, Texas",Bowie County,Texas
County,48039,"Brazoria County, Texas",Brazoria County,Texas
County,48041,"Brazos County, Texas",Brazos County,Texas
County,48043,"Brewster County, Texas",Brewster County,Texas
County,48045,"Briscoe County, Texas",Briscoe County,Texas
County,48047,"Brooks County, Texas",Brooks County,Texas
County,48049,"Brown County, Texas",Brown County,Texas
County,48051,"Burleson County, Texas",Burleson County,Texas
County,48053,"Burnet County, Texas",Burnet County,Texas
County,48055,"Caldwell County, Texas",Caldwell County,Texas
County,48057,"Calhoun County, Texas",Calhoun County,Texas
County,48059,"Callahan County, Texas",Callahan County,Texas
County,48061,"Cameron County, Texas",Cameron County,Texas
County,48063,"Camp County, Texas",Camp County,Texas
County,48065,"Carson County, Texas",Carson County,Texas
County,48067,"Cass County, Texas",Cass County,Texas
County,48069,"Castro County, Texas",Castro County,Texas
County,48071,"Chambers County, Texas",Chambers County,Texas
County,48073,"Cherokee County, Texas",Cherokee County,Texas
County,48075,"Childress County, Texas",Childress County,Texas
County,48077,"Clay County, Texas",Clay County,Texas
County,48079,"Cochran County, Texas",Cochran County,Texas
County,48081,"Coke County, Texas",Coke County,Texas
County,48083,"Coleman County, Texas",Coleman County,Texas
County,48085,"Collin County, Texas",Collin County,Texas
County,48087,"Collingsworth County, Texas",Collingsworth County,Texas
County,48089,"Colorado County, Texas",Colorado County,Texas
County,48091,"Comal County, Texas",Comal County,Texas
County,48093,"Comanche County, Texas",Comanche County,Texas
County,48095,"Concho County, Texas",Concho County,Texas
County,48097,"Cooke County, Texas",Cooke County,Texas
County,48099,"Coryell County, Texas",Coryell County,Texas
County,48101,"Cottle County, Texas",Cottle County,Texas
County,48103,"Crane County, Texas",Crane County,Texas
County,48105,"Crockett County, Texas",Crockett County,Texas
County,48107,"Crosby County, Texas",Crosby County,Texas
County,48109,"Culberson County, Texas",Culberson County,Texas
County,48111,"Dallam County, Texas",Dallam County,Texas
County,48113,"Dallas County, Texas",Dallas County,Texas
County,48115,"Dawson County, Texas",Dawson County,Texas
County,48117,"Deaf Smith County, Texas",Deaf Smith County,Texas
County,48119,"Delta County, Texas",Delta County,Texas
County,48121,"Denton County, Texas",Denton County,Texas
County,48123,"DeWitt County, Texas",DeWitt County,Texas
County,48125,"Dickens County, Texas",Dickens County,Texas
County,48127,"Dimmit County, Texas",Dimmit County,Texas
County,48129,"Donley County, Texas",Donley County,Texas
County,48131,"Duval County, Texas",Duval County,Texas
County,48133,"Eastland County, Texas",Eastland County,Texas
County,48135,"Ector County, Texas",Ector County,Texas
County,48137,"Edwards County, Texas",Edwards County,Texas
County,48139,"Ellis County, Texas",Ellis County,Texas
County,48141,"El Paso County, Texas",El Paso County,Texas
County,48143,"Erath County, Texas",Erath County,Texas
County,48145,"Falls County, Texas",Falls County,Texas
County,48147,"Fannin County, Texas",Fannin County,Texas
County,48149,"Fayette County, Texas",Fayette County,Texas
County,48151,"Fisher County, Texas",Fisher County,Texas
County,48153,"Floyd County, Texas",Floyd County,Texas
County,48155,"Foard County, Texas",Foard County,Texas
County,48157,"Fort Bend County, Texas",Fort Bend County,Texas
County,48159,"Franklin County, Texas",Franklin County,Texas
County,48161,"Freestone County, Texas",Freestone County,Texas
County,48163,"Frio County, Texas",Frio County,Texas
County,48165,"Gaines County, Texas",Gaines County,Texas
County,48167,"Galveston County, Texas",Galveston County,Texas
County,48169,"Garza County, Texas",Garza County,Texas
County,48171,"Gillespie County, Texas",Gillespie County,Texas
County,48173,"Glasscock County, Texas",Glasscock County,Texas
County,48175,"Goliad County, Texas",Goliad County,Texas
County,48177,"Gonzales County, Texas",Gonzales County,Texas
County,48179,"Gray County, Texas",Gray County,Texas
County,48181,"Grayson County, Texas",Grayson County,Texas
County,48183,"Gregg County, Texas",Gregg County,Texas
County,48185,"Grimes County, Texas",Grimes County,Texas
County,48187,"Guadalupe County, Texas",Guadalupe County,Texas
County,48189,"Hale County, Texas",Hale County,Texas
County,48191,"Hall County, Texas",Hall County,Texas
County,48193,"Hamilton County, Texas",Hamilton County,Texas
County,48195,"Hansford County, Texas",Hansford County,Texas
County,48197,"Hardeman County, Texas",Hardeman County,Texas
County,48199,"Hardin County, Texas",Hardin County,Texas
County,48201,"Harris County, Texas",Harris County,Texas
County,48203,"Harrison County, Texas",Harrison County,Texas
County,48205,"Hartley County, Texas",Hartley County,Texas
County,48207,"Haskell County, Texas",Haskell County,Texas
County,48209,"Hays County, Texas",Hays County,Texas
County,48211,"Hemphill County, Texas",Hemphill County,Texas
County,48213,"Henderson County, Texas",Henderson County,Texas
County,48215,"Hidalgo County, Texas",Hidalgo County,Texas
County,48217,"Hill County, Texas",Hill County,Texas
County,48219,"Hockley County, Texas",Hockley County,Texas
County,48221,"Hood County, Texas",Hood County,Texas
County,48223,"Hopkins County, Texas",Hopkins County,Texas
County,48225,"Houston County, Texas",Houston County,Texas
County,48227,"Howard County, Texas",Howard County,Texas
County,48229,"Hudspeth County, Texas",Hudspeth County,Texas
County,48231,"Hunt County, Texas",Hunt County,Texas
County,48233,"Hutchinson County, Texas",Hutchinson County,Texas
County,48235,"Irion County, Texas",Irion County,Texas
County,48237,"Jack County, Texas",Jack County,Texas
County,48239,"Jackson County, Texas",Jackson County,Texas
County,48241,"Jasper County, Texas",Jasper County,Texas
County,48243,"Jeff Davis County, Texas",Jeff Davis County,Texas
County,48245,"Jefferson County, Texas",Jefferson County,Texas
County,48247,"Jim Hogg County, Texas",Jim Hogg County,Texas
County,48249,"Jim Wells County, Texas",Jim Wells County,Texas
County,48251,"Johnson County, Texas",Johnson County,Texas
County,48253,"Jones County, Texas",Jones County,Texas
County,48255,"Karnes County, Texas",Karnes County,Texas
County,48257,"Kaufman County, Texas",Kaufman County,Texas
County,48259,"Kendall County, Texas",Kendall County,Texas
County,48261,"Kenedy County, Texas",Kenedy County,Texas
County,48263,"Kent County, Texas",Kent County,Texas
County,48265,"Kerr County, Texas",Kerr County,Texas
County,48267,"Kimble County, Texas",Kimble County,Texas
County,48269,"King County, Texas",King County,Texas
County,48271,"Kinney County, Texas",Kinney County,Texas
County,48273,"Kleberg County, Texas",Kleberg County,Texas
County,48275,"Knox County, Texas",Knox County,Texas
County,48277,"Lamar County, Texas",Lamar County,Texas
County,48279,"Lamb County, Texas",Lamb County,Texas
County,48281,"Lampasas County, Texas",Lampasas County,Texas
County,48283,"La Salle County, Texas",La Salle County,Texas
County,48285,"Lavaca County, Texas",Lavaca County,Texas
County,48287,"Lee County, Texas",Lee County,Texas
County,48289,"Leon County, Texas",Leon County,Texas
County,48291,"Liberty County, Texas",Liberty County,Texas
County,48293,"Limestone County, Texas",Limestone County,Texas
County,48295,"Lipscomb County, Texas",Lipscomb County,Texas
County,48297,"Live Oak County, Texas",Live Oak County,Texas
County,48299,"Llano County, Texas",Llano County,Texas
County,48301,"Loving County, Texas",Loving County,Texas
County,48303,"Lubbock County, Texas",Lubbock County,Texas
County,48305,"Lynn County, Texas",Lynn County,Texas
County,48307,"McCulloch County, Texas",McCulloch County,Texas
County,48309,"McLennan County, Texas",McLennan County,Texas
County,48311,"McMullen County, Texas",McMullen County,Texas
County,48313,"Madison County, Texas",Madison County,Texas
County,48315,"Marion County, Texas",Marion County,Texas
County,48317,"Martin County, Texas",Martin County,Texas
County,48319,"Mason County, Texas",Mason County,Texas
County,48321,"Matagorda County, Texas",Matagorda County,Texas
County,48323,"Maverick County, Texas",Maverick County,Texas
County,48325,"Medina County, Texas",Medina County,Texas
County,48327,"Menard County, Texas",Menard County,Texas
County,48329,"Midland County, Texas",Midland County,Texas
County,48331,"Milam County, Texas",Milam County,Texas
County,48333,"Mills County, Texas",Mills County,Texas
County,48335,"Mitchell County, Texas",Mitchell County,Texas
County,48337,"Montague County, Texas",Montague County,Texas
County,48339,"Montgomery County, Texas",Montgomery County,Texas
County,48341,"Moore County, Texas",Moore County,Texas
County,48343,"Morris County, Texas",Morris County,Texas
County,48345,"Motley County, Texas",Motley County,Texas
County,48347,"Nacogdoches County, Texas",Nacogdoches County,Texas
County,48349,"Navarro County, Texas",Navarro County,Texas
County,48351,"Newton County, Texas",Newton County,Texas
County,48353,"Nolan County, Texas",Nolan County,Texas
County,48355,"Nueces County, Texas",Nueces County,Texas
County,48357,"Ochiltree County, Texas",Ochiltree County,Texas
County,48359,"Oldham County, Texas",Oldham County,Texas
County,48361,"Orange County, Texas",Orange County,Texas
County,48363,"Palo Pinto County, Texas",Palo Pinto County,Texas
County,48365,"Panola County, Texas",Panola County,Texas
County,48367,"Parker County, Texas",Parker County,Texas
County,48369,"Parmer County, Texas",Parmer County,Texas
County,48371,"Pecos County, Texas",Pecos County,Texas
County,48373,"Polk County, Texas",Polk County,Texas
County,48375,"Potter County, Texas",Potter County,Texas
County,48377,"Presidio County, Texas",Presidio County,Texas
County,48379,"Rains County, Texas",Rains County,Texas
County,48381,"Randall County, Texas",Randall County,Texas
County,48383,"Reagan County, Texas",Reagan County,Texas
County,48385,"Real County, Texas",Real County,Texas
County,48387,"Red River County, Texas",Red River County,Texas
County,48389,"Reeves County, Texas",Reeves County,Texas
County,48391,"Refugio County, Texas",Refugio County,Texas
County,48393,"Roberts County, Texas",Roberts County,Texas
County,48395,"Robertson County, Texas",Robertson County,Texas
County,48397,"Rockwall County, Texas",Rockwall County,Texas
County,48399,"Runnels County, Texas",Runnels County,Texas
County,48401,"Rusk County, Texas",Rusk County,Texas
County,48403,"Sabine County, Texas",Sabine County,Texas
County,48405,"San Augustine County, Texas",San Augustine County,Texas
County,48407,"San Jacinto County, Texas",San Jacinto County,Texas
County,48409,"San Patricio County, Texas",San Patricio County,Texas
County,48411,"San Saba County, Texas",San Saba County,Texas
County,48413,"Schleicher County, Texas",Schleicher County,Texas
County,48415,"Scurry County, Texas",Scurry County,Texas
County,48417,"Shackelford County, Texas",Shackelford County,Texas
County,48419,"Shelby County, Texas",Shelby County,Texas
County,48421,"Sherman County, Texas",Sherman County,Texas
County,48423,"Smith County, Texas",Smith County,Texas
County,48425,"Somervell County, Texas",Somervell County,Texas
County,48427,"Starr County, Texas",Starr County,Texas
County,48429,"Stephens County, Texas",Stephens County,Texas
County,48431,"Sterling County, Texas",Sterling County,Texas
County,48433,"Stonewall County, Texas",Stonewall County,Texas
County,48435,"Sutton County, Texas",Sutton County,Texas
County,48437,"Swisher County, Texas",Swisher County,Texas
County,48439,"Tarrant County, Texas",Tarrant County,Texas
County,48441,"Taylor County, Texas",Taylor County,Texas
County,48443,"Terrell County, Texas",Terrell County,Texas
County,48445,"Terry County, Texas",Terry County,Texas
County,48447,"Throckmorton County, Texas",Throckmorton County,Texas
County,48449,"Titus County, Texas",Titus County,Texas
County,48451,"Tom Green County, Texas",Tom Green County,Texas
County,48453,"Travis County, Texas",Travis County,Texas
County,48455,"Trinity County, Texas",Trinity County,Texas
County,48457,"Tyler County, Texas",Tyler County,Texas
County,48459,"Upshur County, Texas",Upshur County,Texas
County,48461,"Upton County, Texas",Upton County,Texas
County,48463,"Uvalde County, Texas",Uvalde County,Texas
County,48465,"Val Verde County, Texas",Val Verde County,Texas
County,48467,"Van Zandt County, Texas",Van Zandt County,Texas
County,48469,"Victoria County, Texas",Victoria County,Texas
County,48471,"Walker County, Texas",Walker County,Texas
County,48473,"Waller County, Texas",Waller County,Texas
County,48475,"Ward County, Texas",Ward County,Texas
County,48477,"Washington County, Texas",Washington County,Texas
County,48479,"Webb County, Texas",Webb County,Texas
County,48481,"Wharton County, Texas",Wharton County,Texas
County,48483,"Wheeler County, Texas",Wheeler County,Texas
County,48485,"Wichita County, Texas",Wichita County,Texas
County,48487,"Wilbarger County, Texas",Wilbarger County,Texas
County,48489,"Willacy County, Texas",Willacy County,Texas
County,48491,"Williamson County, Texas",Williamson County,Texas
County,48493,"Wilson County, Texas",Wilson County,Texas
County,48495,"Winkler County, Texas",Winkler County,Texas
County,48497,"Wise County, Texas",Wise County,Texas
County,48499,"Wood County, Texas",Wood County,Texas
County,48501,"Yoakum County, Texas",Yoakum County,Texas
County,48503,"Young County, Texas",Young County,Texas
County,48505,"Zapata County, Texas",Zapata County,Texas
County,48507,"Zavala County, Texas",Zavala County,Texas
County,49001,"Beaver County, Utah",Beaver County,Utah
County,49003,"Box Elder County, Utah",Box Elder County,Utah
County,49005,"Cache County, Utah",Cache County,Utah
County,49007,"Carbon County, Utah",Carbon County,Utah
County,49009,"Daggett County, Utah",Daggett County,Utah
County,49011,"Davis County, Utah",Davis County,Utah
County,49013,"Duchesne County, Utah",Duchesne County,Utah
County,49015,"Emery County, Utah",Emery County,Utah
County,49017,"Garfield County, Utah",Garfield County,Utah
County,49019,"Grand County, Utah",Grand County,Utah
County,49021,"Iron County, Utah",Iron County,Utah
County,49023,"Juab County, Utah",Juab County,Utah
County,49025,"Kane County, Utah",Kane County,Utah
County,49027,"Millard County, Utah",Millard County,Utah
County,49029,"Morgan County, Utah",Morgan County,Utah
County,49031,"Piute County, Utah",Piute County,Utah
County,49033,"Rich County, Utah",Rich County,Utah
County,49035,"Salt Lake County, Utah",Salt Lake County,Utah
County,49037,"San Juan County, Utah",San Juan County,Utah
County,49039,"Sanpete County, Utah",Sanpete County,Utah
County,49041,"Sevier County, Utah",Sevier County,Utah
County,49043,"Summit County, Utah",Summit County,Utah
County,49045,"Tooele County, Utah",Tooele County,Utah
County,49047,"Uintah County, Utah",Uintah County,Utah
County,49049,"Utah County, Utah",Utah County,Utah
County,49051,"Wasatch County, Utah",Wasatch County,Utah
County,49053,"Washington County, Utah",Washington County,Utah
County,49055,"Wayne County, Utah",Wayne County,Utah
County,49057,"Weber County, Utah",Weber County,Utah
County,50001,"Addison County, Vermont",Addison County,Vermont
County,50003,"Bennington County, Vermont",Bennington County,Vermont
County,50005,"Caledonia County, Vermont",Caledonia County,Vermont
County,50007,"Chittenden County, Vermont",Chittenden County,Vermont
County,50009,"Essex County, Vermont",Essex County,Vermont
County,50011,"Franklin County, Vermont",Franklin County,Vermont
County,50013,"Grand Isle County, Vermont",Grand Isle County,Vermont
County,50015,"Lamoille County, Vermont",Lamoille County,Vermont
County,50017,"Orange County, Vermont",Orange County,Vermont
County,50019,"Orleans County, Vermont",Orleans County,Vermont
County,50021,"Rutland County, Vermont",Rutland County,Vermont
County,50023,"Washington County, Vermont",Washington County,Vermont
County,50025,"Windham County, Vermont",Windham County,Vermont
County,50027,"Windsor County, Vermont",Windsor County,Vermont
County,51001,"Accomack County, Virginia",Accomack County,Virginia
County,51003,"Albemarle County, Virginia",Albemarle County,Virginia
County,51005,"Alleghany County, Virginia",Alleghany County,Virginia
County,51007,"Amelia County, Virginia",Amelia County,Virginia
County,51009,"Amherst County, Virginia",Amherst County,Virginia
County,51011,"Appomattox County, Virginia",Appomattox County,Virginia
County,51013,"Arlington County, Virginia",Arlington County,Virginia
County,51015,"Augusta County, Virginia",Augusta County,Virginia
County,51017,"Bath County, Virginia",Bath County,Virginia
County,51019,"Bedford County, Virginia",Bedford County,Virginia
County,51021,"Bland County, Virginia",Bland County,Virginia
County,51023,"Botetourt County, Virginia",Botetourt County,Virginia
County,51025,"Brunswick County, Virginia",Brunswick County,Virginia
County,51027,"Buchanan County, Virginia",Buchanan County,Virginia
County,51029,"Buckingham County, Virginia",Buckingham County,Virginia
County,51031,"Campbell County, Virginia",Campbell County,Virginia
County,51033,"Caroline County, Virginia",Caroline County,Virginia
County,51035,"Carroll County, Virginia",Carroll County,Virginia
County,51036,"Charles City County, Virginia",Charles City County,Virginia
County,51037,"Charlotte County, Virginia",Charlotte County,Virginia
County,51041,"Chesterfield County, Virginia",Chesterfield County,Virginia
County,51043,"Clarke County, Virginia",Clarke County,Virginia
County,51045,"Craig County, Virginia",Craig County,Virginia
County,51047,"Culpeper County, Virginia",Culpeper County,Virginia
County,51049,"Cumberland County, Virginia",Cumberland County,Virginia
County,51051,"Dickenson County, Virginia",Dickenson County,Virginia
County,51053,"Dinwiddie County, Virginia",Dinwiddie County,Virginia
County,51057,"Essex County, Virginia",Essex County,Virginia
County,51059,"Fairfax County, Virginia",Fairfax County,Virginia
County,51061,"Fauquier County, Virginia",Fauquier County,Virginia
County,51063,"Floyd County, Virginia",Floyd County,Virginia
County,51065,"Fluvanna County, Virginia",Fluvanna County,Virginia
County,51067,"Franklin County, Virginia",Franklin County,Virginia
County,51069,"Frederick County, Virginia",Frederick County,Virginia
County,51071,"Giles County, Virginia",Giles County,Virginia
County,51073,"Gloucester County, Virginia",Gloucester County,Virginia
County,51075,"Goochland County, Virginia",Goochland County,Virginia
County,51077,"Grayson County, Virginia",Grayson County,Virginia
County,51079,"Greene County, Virginia",Greene County,Virginia
County,51081,"Greensville County, Virginia",Greensville County,Virginia
County,51083,"Halifax County, Virginia",Halifax County,Virginia
County,51085,"Hanover County, Virginia",Hanover County,Virginia
County,51087,"Henrico County, Virginia",Henrico County,Virginia
County,51089,"Henry County, Virginia",Henry County,Virginia
County,51091,"Highland County, Virginia",Highland County,Virginia
County,51093,"Isle of Wight County, Virginia",Isle of Wight County,Virginia
County,51095,"James City County, Virginia",James City County,Virginia
County,51097,"King and Queen County, Virginia",King and Queen County,Virginia
County,51099,"King George County, Virginia",King George County,Virginia
County,51101,"King William County, Virginia",King William County,Virginia
County,51103,"Lancaster County, Virginia",Lancaster County,Virginia
County,51105,"Lee County, Virginia",Lee County,Virginia
County,51107,"Loudoun County, Virginia",Loudoun County,Virginia
County,51109,"Louisa County, Virginia",Louisa County,Virginia
County,51111,"Lunenburg County, Virginia",Lunenburg County,Virginia
County,51113,"Madison County, Virginia",Madison County,Virginia
County,51115,"Mathews County, Virginia",Mathews County,Virginia
County,51117,"Mecklenburg County, Virginia",Mecklenburg County,Virginia
County,51119,"Middlesex County, Virginia",Middlesex County,Virginia
County,51121,"Montgomery County, Virginia",Montgomery County,Virginia
County,51125,"Nelson County, Virginia",Nelson County,Virginia
County,51127,"New Kent County, Virginia",New Kent County,Virginia
County,51131,"Northampton County, Virginia",Northampton County,Virginia
County,51133,"Northumberland County, Virginia",Northumberland County,Virginia
County,51135,"Nottoway County, Virginia",Nottoway County,Virginia
County,51137,"Orange County, Virginia",Orange County,Virginia
County,51139,"Page County, Virginia",Page County,Virginia
County,51141,"Patrick County, Virginia",Patrick County,Virginia
County,51143,"Pittsylvania County, Virginia",Pittsylvania County,Virginia
County,51145,"Powhatan County, Virginia",Powhatan County,Virginia
County,51147,"Prince Edward County, Virginia",Prince Edward County,Virginia
County,51149,"Prince George County, Virginia",Prince George County,Virginia
County,51153,"Prince William County, Virginia",Prince William County,Virginia
County,51155,"Pulaski County, Virginia",Pulaski County,Virginia
County,51157,"Rappahannock County, Virginia",Rappahannock County,Virginia
County,51159,"Richmond County, Virginia",Richmond County,Virginia
County,51161,"Roanoke County, Virginia",Roanoke County,Virginia
County,51163,"Rockbridge County, Virginia",Rockbridge County,Virginia
County,51165,"Rockingham County, Virginia",Rockingham County,Virginia
County,51167,"Russell County, Virginia",Russell County,Virginia
County,51169,"Scott County, Virginia",Scott County,Virginia
County,51171,"Shenandoah County, Virginia",Shenandoah County,Virginia
County,51173,"Smyth County, Virginia",Smyth County,Virginia
County,51175,"Southampton County, Virginia",Southampton County,Virginia
County,51177,"Spotsylvania County, Virginia",Spotsylvania County,Virginia
County,51179,"Stafford County, Virginia",Stafford County,Virginia
County,51181,"Surry County, Virginia",Surry County,Virginia
County,51183,"Sussex County, Virginia",Sussex County,Virginia
County,51185,"Tazewell County, Virginia",Tazewell County,Virginia
County,51187,"Warren County, Virginia",Warren County,Virginia
County,51191,"Washington County, Virginia",Washington County,Virginia
County,51193,"Westmoreland County, Virginia",Westmoreland County,Virginia
County,51195,"Wise County, Virginia",Wise County,Virginia
County,51197,"Wythe County, Virginia",Wythe County,Virginia
County,51199,"York County, Virginia",York County,Virginia
County,51510,"Alexandria city, Virginia",Alexandria city,Virginia
County,51520,"Bristol city, Virginia",Bristol city,Virginia
County,51530,"Buena Vista city, Virginia",Buena Vista city,Virginia
County,51540,"Charlottesville city, Virginia",Charlottesville city,Virginia
County,51550,"Chesapeake city, Virginia",Chesapeake city,Virginia
County,51570,"Colonial Heights city, Virginia",Colonial Heights city,Virginia
County,51580,"Covington city, Virginia",Covington city,Virginia
County,51590,"Danville city, Virginia",Danville city,Virginia
County,51595,"Emporia city, Virginia",Emporia city,Virginia
County,51600,"Fairfax city, Virginia",Fairfax city,Virginia
County,51610,"Falls Church city, Virginia",Falls Church city,Virginia
County,51620,"Franklin city, Virginia",Franklin city,Virginia
County,51630,"Fredericksburg city, Virginia",Fredericksburg city,Virginia
County,51640,"Galax city, Virginia",Galax city,Virginia
County,51650,"Hampton city, Virginia",Hampton city,Virginia
County,51660,"Harrisonburg city, Virginia",Harrisonburg city,Virginia
County,51670,"Hopewell city, Virginia",Hopewell city,Virginia
County,51678,"Lexington city, Virginia",Lexington city,Virginia
County,51680,"Lynchburg city, Virginia",Lynchburg city,Virginia
County,51683,"Manassas city, Virginia",Manassas city,Virginia
County,51685,"Manassas Park city, Virginia",Manassas Park city,Virginia
County,51690,"Martinsville city, Virginia",Martinsville city,Virginia
County,51700,"Newport News city, Virginia",Newport News city,Virginia
County,51710,"Norfolk city, Virginia",Norfolk city,Virginia
County,51720,"Norton city, Virginia",Norton city,Virginia
County,51730,"Petersburg city, Virginia",Petersburg city,Virginia
County,51735,"Poquoson city, Virginia",Poquoson city,Virginia
County,51740,"Portsmouth city, Virginia",Portsmouth city,Virginia
County,51750,"Radford city, Virginia",Radford city,Virginia
County,51760,"Richmond city, Virginia",Richmond city,Virginia
County,51770,"Roanoke city, Virginia",Roanoke city,Virginia
County,51775,"Salem city, Virginia",Salem city,Virginia
County,51790,"Staunton city, Virginia",Staunton city,Virginia
County,51800,"Suffolk city, Virginia",Suffolk city,Virginia
County,51810,"Virginia Beach city, Virginia",Virginia Beach city,Virginia
County,51820,"Waynesboro city, Virginia",Waynesboro city,Virginia
County,51830,"Williamsburg city, Virginia",Williamsburg city,Virginia
County,51840,"Winchester city, Virginia",Winchester city,Virginia
County,53001,"Adams County, Washington",Adams County,Washington
County,53003,"Asotin County, Washington",Asotin County,Washington
County,53005,"Benton County, Washington",Benton County,Washington
County,53007,"Chelan County, Washington",Chelan County,Washington
County,53009,"Clallam County, Washington",Clallam County,Washington
County,53011,"Clark County, Washington",Clark County,Washington
County,53013,"Columbia County, Washington",Columbia County,Washington
County,53015,"Cowlitz County, Washington",Cowlitz County,Washington
County,53017,"Douglas County, Washington",Douglas County,Washington
County,53019,"Ferry County, Washington",Ferry County,Washington
County,53021,"Franklin County, Washington",Franklin County,Washington
County,53023,"Garfield County, Washington",Garfield County,Washington
County,53025,"Grant County, Washington",Grant County,Washington
County,53027,"Grays Harbor County, Washington",Grays Harbor County,Washington
County,53029,"Island County, Washington",Island County,Washington
County,53031,"Jefferson County, Washington",Jefferson County,Washington
County,53033,"King County, Washington",King County,Washington
County,53035,"Kitsap County, Washington",Kitsap County,Washington
County,53037,"Kittitas County, Washington",Kittitas County,Washington
County,53039,"Klickitat County, Washington",Klickitat County,Washington
County,53041,"Lewis County, Washington",Lewis County,Washington
County,53043,"Lincoln County, Washington",Lincoln County,Washington
County,53045,"Mason County, Washington",Mason County,Washington
County,53047,"Okanogan County, Washington",Okanogan County,Washington
County,53049,"Pacific County, Washington",Pacific County,Washington
County,53051,"Pend Oreille County, Washington",Pend Oreille County,Washington
County,53053,"Pierce County, Washington",Pierce County,Washington
County,53055,"San Juan County, Washington",San Juan County,Washington
County,53057,"Skagit County, Washington",Skagit County,Washington
County,53059,"Skamania County, Washington",Skamania County,Washington
County,53061,"Snohomish County, Washington",Snohomish County,Washington
County,53063,"Spokane County, Washington",Spokane County,Washington
County,53065,"Stevens County, Washington",Stevens County,Washington
County,53067,"Thurston County, Washington",Thurston County,Washington
County,53069,"Wahkiakum County, Washington",Wahkiakum County,Washington
County,53071,"Walla Walla County, Washington",Walla Walla County,Washington
County,53073,"Whatcom County, Washington",Whatcom County,Washington
County,53075,"Whitman County, Washington",Whitman County,Washington
County,53077,"Yakima County, Washington",Yakima County,Washington
County,54001,"Barbour County, West Virginia",Barbour County,West Virginia
County,54003,"Berkeley County, West Virginia",Berkeley County,West Virginia
County,54005,"Boone County, West Virginia",Boone County,West Virginia
County,54007,"Braxton County, West Virginia",Braxton County,West Virginia
County,54009,"Brooke County, West Virginia",Brooke County,West Virginia
County,54011,"Cabell County, West Virginia",Cabell County,West Virginia
County,54013,"Calhoun County, West Virginia",Calhoun County,West Virginia
County,54015,"Clay County, West Virginia",Clay County,West Virginia
County,54017,"Doddridge County, West Virginia",Doddridge County,West Virginia
County,54019,"Fayette County, West Virginia",Fayette County,West Virginia
County,54021,"Gilmer County, West Virginia",Gilmer County,West Virginia
County,54023,"Grant County, West Virginia",Grant County,West Virginia
County,54025,"Greenbrier County, West Virginia",Greenbrier County,West Virginia
County,54027,"Hampshire County, West Virginia",Hampshire County,West Virginia
County,54029,"Hancock County, West Virginia",Hancock County,West Virginia
County,54031,"Hardy County, West Virginia",Hardy County,West Virginia
County,54033,"Harrison County, West Virginia",Harrison County,West Virginia
