GeoType,GEOID,GeoName,County,State
County,19069,"Franklin County, Iowa",Franklin County,Iowa
County,19071,"Fremont County, Iowa",Fremont County,Iowa
County,19073,"Greene County, Iowa",Greene County,Iowa
County,19075,"Grundy County, Iowa",Grundy County,Iowa
County,19077,"Guthrie County, Iowa",Guthrie County,Iowa
County,19079,"Hamilton County, Iowa",Hamilton County,Iowa
County,19081,"Hancock County, Iowa",Hancock County,Iowa
County,19083,"Hardin County, Iowa",Hardin County,Iowa
County,19085,"Harrison County, Iowa",Harrison County,Iowa
County,19087,"Henry County, Iowa",Henry County,Iowa
County,19089,"Howard County, Iowa",Howard County,Iowa
County,19091,"Humboldt County, Iowa",Humboldt County,Iowa
County,19093,"Ida County, Iowa",Ida County,Iowa
County,19095,"Iowa County, Iowa",Iowa County,Iowa
County,19097,"Jackson County, Iowa",Jackson County,Iowa
County,19099,"Jasper County, Iowa",Jasper County,Iowa
County,19101,"Jefferson County, Iowa",Jefferson County,Iowa
County,19103,"Johnson County, Iowa",Johnson County,Iowa
County,19105,"Jones County, Iowa",Jones County,Iowa
County,19107,"Keokuk County, Iowa",Keokuk County,Iowa
County,19109,"Kossuth County, Iowa",Kossuth County,Iowa
County,19111,"Lee County, Iowa",Lee County,Iowa
County,19113,"Linn County, Iowa",Linn County,Iowa
County,19115,"Louisa County, Iowa",Louisa County,Iowa
County,19117,"Lucas County, Iowa",Lucas County,Iowa
County,19119,"Lyon County, Iowa",Lyon County,Iowa
County,19121,"Madison County, Iowa",Madison County,Iowa
County,19123,"Mahaska County, Iowa",Mahaska County,Iowa
County,19125,"Marion County, Iowa",Marion County,Iowa
County,19127,"Marshall County, Iowa",Marshall County,Iowa
County,19129,"Mills County, Iowa",Mills County,Iowa
County,19131,"Mitchell County, Iowa",Mitchell County,Iowa
County,19133,"Monona County, Iowa",Monona County,Iowa
County,19135,"Monroe County, Iowa",Monroe County,Iowa
County,19137,"Montgomery County, Iowa",Montgomery County,Iowa
County,19139,"Muscatine County, Iowa",Muscatine County,Iowa
County,19141,"O'Brien County, Iowa",O'Brien County,Iowa
County,19143,"Osceola County, Iowa",Osceola County,Iowa
County,19145,"Page County, Iowa",Page County,Iowa
County,19147,"Palo Alto County, Iowa",Palo Alto County,Iowa
County,19149,"Plymouth County, Iowa",Plymouth County,Iowa
County,19151,"Pocahontas County, Iowa",Pocahontas County,Iowa
County,19153,"Polk County, Iowa",Polk County,Iowa
County,19155,"Pottawattamie County, Iowa",Pottawattamie County,Iowa
County,19157,"Poweshiek County, Iowa",Poweshiek County,Iowa
County,19159,"Ringgold County, Iowa",Ringgold County,Iowa
County,19161,"Sac County, Iowa",Sac County,Iowa
County,19163,"Scott County, Iowa",Scott County,Iowa
County,19165,"Shelby County, Iowa",Shelby County,Iowa
County,19167,"Sioux County, Iowa",Sioux County,Iowa
County,19169,"Story County, Iowa",Story County,Iowa
County,19171,"Tama County, Iowa",Tama County,Iowa
County,19173,"Taylor County, Iowa",Taylor County,Iowa
County,19175,"Union County, Iowa",Union County,Iowa
County,19177,"Van Buren County, Iowa",Van Buren County,Iowa
County,19179,"Wapello County, Iowa",Wapello County,Iowa
County,19181,"Warren County, Iowa",Warren County,Iowa
County,19183,"Washington County, Iowa",Washington County,Iowa
County,19185,"Wayne County, Iowa",Wayne County,Iowa
County,19187,"Webster County, Iowa",Webster County,Iowa
County,19189,"Winnebago County, Iowa",Winnebago County,Iowa
County,19191,"Winneshiek County, Iowa",Winneshiek County,Iowa
County,19193,"Woodbury County, Iowa",Woodbury County,Iowa
County,19195,"Worth County, Iowa",Worth County,Iowa
County,19197,"Wright County, Iowa",Wright County,Iowa
County,20001,"Allen County, Kansas",Allen County,Kansas
County,20003,"Anderson County, Kansas",Anderson County,Kansas
County,20005,"Atchison County, Kansas",Atchison County,Kansas
County,20007,"Barber County, Kansas",Barber County,Kansas
County,20009,"Barton County, Kansas",Barton County,Kansas
County,20011,"Bourbon County, Kansas",Bourbon County,Kansas
County,20013,"Brown County, Kansas",Brown County,Kansas
County,20015,"Butler County, Kansas",Butler County,Kansas
County,20017,"Chase County, Kansas",Chase County,Kansas
County,20019,"Chautauqua County, Kansas",Chautauqua County,Kansas
County,20021,"Cherokee County, Kansas",Cherokee County,Kansas
County,20023,"Cheyenne County, Kansas",Cheyenne County,Kansas
County,20025,"Clark County, Kansas",Clark County,Kansas
County,20027,"Clay County, Kansas",Clay County,Kansas
County,20029,"Cloud County, Kansas",Cloud County,Kansas
County,20031,"Coffey County, Kansas",Coffey County,Kansas
County,20033,"Comanche County, Kansas",Comanche County,Kansas
County,20035,"Cowley County, Kansas",Cowley County,Kansas
County,20037,"Crawford County, Kansas",Crawford County,Kansas
County,20039,"Decatur County, Kansas",Decatur County,Kansas
County,20041,"Dickinson County, Kansas",Dickinson County,Kansas
County,20043,"Doniphan County, Kansas",Doniphan County,Kansas
County,20045,"Douglas County, Kansas",Douglas County,Kansas
County,20047,"Edwards County, Kansas",Edwards County,Kansas
County,20049,"Elk County, Kansas",Elk County,Kansas
County,20051,"Ellis County, Kansas",Ellis County,Kansas
County,20053,"Ellsworth County, Kansas",Ellsworth County,Kansas
County,20055,"Finney County, Kansas",Finney County,Kansas
County,20057,"Ford County, Kansas",Ford County,Kansas
County,20059,"Franklin County, Kansas",Franklin County,Kansas
County,20061,"Geary County, Kansas",Geary County,Kansas
County,20063,"Gove County, Kansas",Gove County,Kansas
County,20065,"Graham County, Kansas",Graham County,Kansas
County,20067,"Grant County, Kansas",Grant County,Kansas
County,20069,"Gray County, Kansas",Gray County,Kansas
County,20071,"Greeley County, Kansas",Greeley County,Kansas
County,20073,"Greenwood County, Kansas",Greenwood County,Kansas
County,20075,"Hamilton County, Kansas",Hamilton County,Kansas
County,20077,"Harper County, Kansas",Harper County,Kansas
County,20079,"Harvey County, Kansas",Harvey County,Kansas
County,20081,"Haskell County, Kansas",Haskell County,Kansas
County,20083,"Hodgeman County, Kansas",Hodgeman County,Kansas
County,20085,"Jackson County, Kansas",Jackson County,Kansas
County,20087,"Jefferson County, Kansas",Jefferson County,Kansas
County,20089,"Jewell County, Kansas",Jewell County,Kansas
County,20091,"Johnson County, Kansas",Johnson County,Kansas
County,20093,"Kearny County, Kansas",Kearny County,Kansas
County,20095,"Kingman County, Kansas",Kingman County,Kansas
County,20097,"Kiowa County, Kansas",Kiowa County,Kansas
County,20099,"Labette County, Kansas",Labette County,Kansas
County,20101,"Lane County, Kansas",Lane County,Kansas
County,20103,"Leavenworth County, Kansas",Leavenworth County,Kansas
County,20105,"Lincoln County, Kansas",Lincoln County,Kansas
County,20107,"Linn County, Kansas",Linn County,Kansas
County,20109,"Logan County, Kansas",Logan County,Kansas
County,20111,"Lyon County, Kansas",Lyon County,Kansas
County,20113,"McPherson County, Kansas",McPherson County,Kansas
County,20115,"Marion County, Kansas",Marion County,Kansas
County,20117,"Marshall County, Kansas",Marshall County,Kansas
County,20119,"Meade County, Kansas",Meade County,Kansas
County,20121,"Miami County, Kansas",Miami County,Kansas
County,20123,"Mitchell County, Kansas",Mitchell County,Kansas
County,20125,"Montgomery County, Kansas",Montgomery County,Kansas
County,20127,"Morris County, Kansas",Morris County,Kansas
County,20129,"Morton County, Kansas",Morton County,Kansas
County,20131,"Nemaha County, Kansas",Nemaha County,Kansas
County,20133,"Neosho County, Kansas",Neosho County,Kansas
County,20135,"Ness County, Kansas",Ness County,Kansas
County,20137,"Norton County, Kansas",Norton County,Kansas
County,20139,"Osage County, Kansas",Osage County,Kansas
County,20141,"Osborne County, Kansas",Osborne County,Kansas
County,20143,"Ottawa County, Kansas",Ottawa County,Kansas
County,20145,"Pawnee County, Kansas",Pawnee County,Kansas
County,20147,"Phillips County, Kansas",Phillips County,Kansas
County,20149,"Pottawatomie County, Kansas",Pottawatomie County,Kansas
County,20151,"Pratt County, Kansas",Pratt County,Kansas
County,20153,"Rawlins County, Kansas",Rawlins County,Kansas
County,20155,"Reno County, Kansas",Reno County,Kansas
County,20157,"Republic County, Kansas",Republic County,Kansas
County,20159,"Rice County, Kansas",Rice County,Kansas
County,20161,"Riley County, Kansas",Riley County,Kansas
County,20163,"Rooks County, Kansas",Rooks County,Kansas
County,20165,"Rush County, Kansas",Rush County,Kansas
County,20167,"Russell County, Kansas",Russell County,Kansas
County,20169,"Saline County, Kansas",Saline County,Kansas
County,20171,"Scott County, Kansas",Scott County,Kansas
County,20173,"Sedgwick County, Kansas",Sedgwick County,Kansas
County,20175,"Seward County, Kansas",Seward County,Kansas
County,20177,"Shawnee County, Kansas",Shawnee County,Kansas
County,20179,"Sheridan County, Kansas",Sheridan County,Kansas
County,20181,"Sherman County, Kansas",Sherman County,Kansas
County,20183,"Smith County, Kansas",Smith County,Kansas
County,20185,"Stafford County, Kansas",Stafford County,Kansas
County,20187,"Stanton County, Kansas",Stanton County,Kansas
County,20189,"Stevens County, Kansas",Stevens County,Kansas
County,20191,"Sumner County, Kansas",Sumner County,Kansas
County,20193,"Thomas County, Kansas",Thomas County,Kansas
County,20195,"Trego County, Kansas",Trego County,Kansas
County,20197,"Wabaunsee County, Kansas",Wabaunsee County,Kansas
County,20199,"Wallace County, Kansas",Wallace County,Kansas
County,20201,"Washington County, Kansas",Washington County,Kansas
County,20203,"Wichita County, Kansas",Wichita County,Kansas
County,20205,"Wilson County, Kansas",Wilson County,Kansas
County,20207,"Woodson County, Kansas",Woodson County,Kansas
County,20209,"Wyandotte County, Kansas",Wyandotte County,Kansas
County,21001,"Adair County, Kentucky",Adair County,Kentucky
County,21003,"Allen County, Kentucky",Allen County,Kentucky
County,21005,"Anderson County, Kentucky",Anderson County,Kentucky
County,21007,"Ballard County, Kentucky",Ballard County,Kentucky
County,21009,"Barren County, Kentucky",Barren County,Kentucky
County,21011,"Bath County, Kentucky",Bath County,Kentucky
County,21013,"Bell County, Kentucky",Bell County,Kentucky
County,21015,"Boone County, Kentucky",Boone County,Kentucky
County,21017,"Bourbon County, Kentucky",Bourbon County,Kentucky
County,21019,"Boyd County, Kentucky",Boyd County,Kentucky
County,21021,"Boyle County, Kentucky",Boyle County,Kentucky
County,21023,"Bracken County, Kentucky",Bracken County,Kentucky
County,21025,"Breathitt County, Kentucky",Breathitt County,Kentucky
County,21027,"Breckinridge County, Kentucky",Breckinridge County,Kentucky
County,21029,"Bullitt County, Kentucky",Bullitt County,Kentucky
County,21031,"Butler County, Kentucky",Butler County,Kentucky
County,21033,"Caldwell County, Kentucky",Caldwell County,Kentucky
County,21035,"Calloway County, Kentucky",Calloway County,Kentucky
County,21037,"Campbell County, Kentucky",Campbell County,Kentucky
County,21039,"Carlisle County, Kentucky",Carlisle County,Kentucky
County,21041,"Carroll County, Kentucky",Carroll County,Kentucky
County,21043,"Carter County, Kentucky",Carter County,Kentucky
County,21045,"Casey County, Kentucky",Casey County,Kentucky
County,21047,"Christian County, Kentucky",Christian County,Kentucky
County,21049,"Clark County, Kentucky",Clark County,Kentucky
County,21051,"Clay County, Kentucky",Clay County,Kentucky
County,21053,"Clinton County, Kentucky",Clinton County,Kentucky
County,21055,"Crittenden County, Kentucky",Crittenden County,Kentucky
County,21057,"Cumberland County, Kentucky",Cumberland County,Kentucky
County,21059,"Daviess County, Kentucky",Daviess County,Kentucky
County,21061,"Edmonson County, Kentucky",Edmonson County,Kentucky
County,21063,"Elliott County, Kentucky",Elliott County,Kentucky
County,21065,"Estill County, Kentucky",Estill County,Kentucky
County,21067,"Fayette County, Kentucky",Fayette County,Kentucky
County,21069,"Fleming County, Kentucky",Fleming County,Kentucky
County,21071,"Floyd County, Kentucky",Floyd County,Kentucky
County,21073,"Franklin County, Kentucky",Franklin County,Kentucky
County,21075,"Fulton County, Kentucky",Fulton County,Kentucky
County,21077,"Gallatin County, Kentucky",Gallatin County,Kentucky
County,21079,"Garrard County, Kentucky",Garrard County,Kentucky
County,21081,"Grant County, Kentucky",Grant County,Kentucky
County,21083,"Graves County, Kentucky",Graves County,Kentucky
County,21085,"Grayson County, Kentucky",Grayson County,Kentucky
County,21087,"Green County, Kentucky",Green County,Kentucky
County,21089,"Greenup County, Kentucky",Greenup County,Kentucky
County,21091,"Hancock County, Kentucky",Hancock County,Kentucky
County,21093,"Hardin County, Kentucky",Hardin County,Kentucky
County,21095,"Harlan County, Kentucky",Harlan County,Kentucky
County,21097,"Harrison County, Kentucky",Harrison County,Kentucky
County,21099,"Hart County, Kentucky",Hart County,Kentucky
County,21101,"Henderson County, Kentucky",Henderson County,Kentucky
County,21103,"Henry County, Kentucky",Henry County,Kentucky
County,21105,"Hickman County, Kentucky",Hickman County,Kentucky
County,21107,"Hopkins County, Kentucky",Hopkins County,Kentucky
County,21109,"Jackson County, Kentucky",Jackson County,Kentucky
County,21111,"Jefferson County, Kentucky",Jefferson County,Kentucky
County,21113,"Jessamine County, Kentucky",Jessamine County,Kentucky
County,21115,"Johnson County, Kentucky",Johnson County,Kentucky
County,21117,"Kenton County, Kentucky",Kenton County,Kentucky
County,21119,"Knott County, Kentucky",Knott County,Kentucky
County,21121,"Knox County, Kentucky",Knox County,Kentucky
County,21123,"Larue County, Kentucky",Larue County,Kentucky
County,21125,"Laurel County, Kentucky",Laurel County,Kentucky
County,21127,"Lawrence County, Kentucky",Lawrence County,Kentucky
County,21129,"Lee County, Kentucky",Lee County,Kentucky
County,21131,"Leslie County, Kentucky",Leslie County,Kentucky
County,21133,"Letcher County, Kentucky",Letcher County,Kentucky
County,21135,"Lewis County, Kentucky",Lewis County,Kentucky
County,21137,"Lincoln County, Kentucky",Lincoln County,Kentucky
County,21139,"Livingston County, Kentucky",Livingston County,Kentucky
County,21141,"Logan County, Kentucky",Logan County,Kentucky
County,21143,"Lyon County, Kentucky",Lyon County,Kentucky
County,21145,"McCracken County, Kentucky",McCracken County,Kentucky
County,21147,"McCreary County, Kentucky",McCreary County,Kentucky
County,21149,"McLean County, Kentucky",McLean County,Kentucky
County,21151,"Madison County, Kentucky",Madison County,Kentucky
County,21153,"Magoffin County, Kentucky",Magoffin County,Kentucky
County,21155,"Marion County, Kentucky",Marion County,Kentucky
County,21157,"Marshall County, Kentucky",Marshall County,Kentucky
County,21159,"Martin County, Kentucky",Martin County,Kentucky
County,21161,"Mason County, Kentucky",Mason County,Kentucky
County,21163,"Meade County, Kentucky",Meade County,Kentucky
County,21165,"Menifee County, Kentucky",Menifee County,Kentucky
County,21167,"Mercer County, Kentucky",Mercer County,Kentucky
County,21169,"Metcalfe County, Kentucky",Metcalfe County,Kentucky
County,21171,"Monroe County, Kentucky",Monroe County,Kentucky
County,21173,"Montgomery County, Kentucky",Montgomery County,Kentucky
County,21175,"Morgan County, Kentucky",Morgan County,Kentucky
County,21177,"Muhlenberg County, Kentucky",Muhlenberg County,Kentucky
County,21179,"Nelson County, Kentucky",Nelson County,Kentucky
County,21181,"Nicholas County, Kentucky",Nicholas County,Kentucky
County,21183,"Ohio County, Kentucky",Ohio County,Kentucky
County,21185,"Oldham County, Kentucky",Oldham County,Kentucky
County,21187,"Owen County, Kentucky",Owen County,Kentucky
County,21189,"Owsley County, Kentucky",Owsley County,Kentucky
County,21191,"Pendleton County, Kentucky",Pendleton County,Kentucky
County,21193,"Perry County, Kentucky",Perry County,Kentucky
County,21195,"Pike County, Kentucky",Pike County,Kentucky
County,21197,"Powell County, Kentucky",Powell County,Kentucky
County,21199,"Pulaski County, Kentucky",Pulaski County,Kentucky
County,21201,"Robertson County, Kentucky",Robertson County,Kentucky
County,21203,"Rockcastle County, Kentucky",Rockcastle County,Kentucky
County,21205,"Rowan County, Kentucky",Rowan County,Kentucky
County,21207,"Russell County, Kentucky",Russell County,Kentucky
County,21209,"Scott County, Kentucky",Scott County,Kentucky
County,21211,"Shelby County, Kentucky",Shelby County,Kentucky
County,21213,"Simpson County, Kentucky",Simpson County,Kentucky
County,21215,"Spencer County, Kentucky",Spencer County,Kentucky
County,21217,"Taylor County, Kentucky",Taylor County,Kentucky
County,21219,"Todd County, Kentucky",Todd County,Kentucky
County,21221,"Trigg County, Kentucky",Trigg County,Kentucky
County,21223,"Trimble County, Kentucky",Trimble County,Kentucky
County,21225,"Union County, Kentucky",Union County,Kentucky
County,21227,"Warren County, Kentucky",Warren County,Kentucky
County,21229,"Washington County, Kentucky",Washington County,Kentucky
County,21231,"Wayne County, Kentucky",Wayne County,Kentucky
County,21233,"Webster County, Kentucky",Webster County,Kentucky
County,21235,"Whitley County, Kentucky",Whitley County,Kentucky
County,21237,"Wolfe County, Kentucky",Wolfe County,Kentucky
County,21239,"Woodford County, Kentucky",Woodford County,Kentucky
County,22001,"Acadia Parish, Louisiana",Acadia Parish,Louisiana
County,22003,"Allen Parish, Louisiana",Allen Parish,Louisiana
County,22005,"Ascension Parish, Louisiana",Ascension Parish,Louisiana
County,22007,"Assumption Parish, Louisiana",Assumption Parish,Louisiana
County,22009,"Avoyelles Parish, Louisiana",Avoyelles Parish,Louisiana
County,22011,"Beauregard Parish, Louisiana",Beauregard Parish,Louisiana
County,22013,"Bienville Parish, Louisiana",Bienville Parish,Louisiana
County,22015,"Bossier Parish, Louisiana",Bossier Parish,Louisiana
County,22017,"Caddo Parish, Louisiana",Caddo Parish,Louisiana
County,22019,"Calcasieu Parish, Louisiana",Calcasieu Parish,Louisiana
County,22021,"Caldwell Parish, Louisiana",Caldwell Parish,Louisiana
County,22023,"Cameron Parish, Louisiana",Cameron Parish,Louisiana
County,22025,"Catahoula Parish, Louisiana",Catahoula Parish,Louisiana
County,22027,"Claiborne Parish, Louisiana",Claiborne Parish,Louisiana
County,22029,"Concordia Parish, Louisiana",Concordia Parish,Louisiana
County,22031,"De Soto Parish, Louisiana",De Soto Parish,Louisiana
County,22033,"East Baton Rouge Parish, Louisiana",East Baton Rouge Parish,Louisiana
County,22035,"East Carroll Parish, Louisiana",East Carroll Parish,Louisiana
County,22037,"East Feliciana Parish, Louisiana",East Feliciana Parish,Louisiana
County,22039,"Evangeline Parish, Louisiana",Evangeline Parish,Louisiana
County,22041,"Franklin Parish, Louisiana",Franklin Parish,Louisiana
County,22043,"Grant Parish, Louisiana",Grant Parish,Louisiana
County,22045,"Iberia Parish, Louisiana",Iberia Parish,Louisiana
County,22047,"Iberville Parish, Louisiana",Iberville Parish,Louisiana
County,22049,"Jackson Parish, Louisiana",Jackson Parish,Louisiana
County,22051,"Jefferson Parish, Louisiana",Jefferson Parish,Louisiana
County,22053,"Jefferson Davis Parish, Louisiana",Jefferson Davis Parish,Louisiana
County,22055,"Lafayette Parish, Louisiana",Lafayette Parish,Louisiana
County,22057,"Lafourche Parish, Louisiana",Lafourche Parish,Louisiana
County,22059,"LaSalle Parish, Louisiana",LaSalle Parish,Louisiana
County,22061,"Lincoln Parish, Louisiana",Lincoln Parish,Louisiana
County,22063,"Livingston Parish, Louisiana",Livingston Parish,Louisiana
County,22065,"Madison Parish, Louisiana",Madison Parish,Louisiana
County,22067,"Morehouse Parish, Louisiana",Morehouse Parish,Louisiana
County,22069,"Natchitoches Parish, Louisiana",Natchitoches Parish,Louisiana
County,22071,"Orleans Parish, Louisiana",Orleans Parish,Louisiana
County,22073,"Ouachita Parish, Louisiana",Ouachita Parish,Louisiana
County,22075,"Plaquemines Parish, Louisiana",Plaquemines Parish,Louisiana
County,22077,"Pointe Coupee Parish, Louisiana",Pointe Coupee Parish,Louisiana
County,22079,"Rapides Parish, Louisiana",Rapides Parish,Louisiana
County,22081,"Red River Parish, Louisiana",Red River Parish,Louisiana
County,22083,"Richland Parish, Louisiana",Richland Parish,Louisiana
County,22085,"Sabine Parish, Louisiana",Sabine Parish,Louisiana
County,22087,"St. Bernard Parish, Louisiana",St. Bernard Parish,Louisiana
County,22089,"St. Charles Parish, Louisiana",St. Charles Parish,Louisiana
County,22091,"St. Helena Parish, Louisiana",St. Helena Parish,Louisiana
County,22093,"St. James Parish, Louisiana",St. James Parish,Louisiana
County,22095,"St. John the Baptist Parish, Louisiana",St. John the Baptist Parish,Louisiana
County,22097,"St. Landry Parish, Louisiana",St. Landry Parish,Louisiana
County,22099,"St. Martin Parish, Louisiana",St. Martin Parish,Louisiana
County,22101,"St. Mary Parish, Louisiana",St. Mary Parish,Louisiana
County,22103,"St. Tammany Parish, Louisiana",St. Tammany Parish,Louisiana
County,22105,"Tangipahoa Parish, Louisiana",Tangipahoa Parish,Louisiana
County,22107,"Tensas Parish, Louisiana",Tensas Parish,Louisiana
County,22109,"Terrebonne Parish, Louisiana",Terrebonne Parish,Louisiana
County,22111,"Union Parish, Louisiana",Union Parish,Louisiana
County,22113,"Vermilion Parish, Louisiana",Vermilion Parish,Louisiana
County,22115,"Vernon Parish, Louisiana",Vernon Parish,Louisiana
County,22117,"Washington Parish, Louisiana",Washington Parish,Louisiana
County,22119,"Webster Parish, Louisiana",Webster Parish,Louisiana
County,22121,"West Baton Rouge Parish, Louisiana",West Baton Rouge Parish,Louisiana
County,22123,"West Carroll Parish, Louisiana",West Carroll Parish,Louisiana
County,22125,"West Feliciana Parish, Louisiana",West Feliciana Parish,Louisiana
County,22127,"Winn Parish, Louisiana",Winn Parish,Louisiana
County,23001,"Androscoggin County, Maine",Androscoggin County,Maine
County,23003,"Aroostook County, Maine",Aroostook County,Maine
County,23005,"Cumberland County, Maine",Cumberland County,Maine
County,23007,"Franklin County, Maine",Franklin County,Maine
County,23009,"Hancock County, Maine",Hancock County,Maine
County,23011,"Kennebec County, Maine",Kennebec County,Maine
County,23013,"Knox County, Maine",Knox County,Maine
County,23015,"Lincoln County, Maine",Lincoln County,Maine
County,23017,"Oxford County, Maine",Oxford County,Maine
County,23019,"Penobscot County, Maine",Penobscot County,Maine
County,23021,"Piscataquis County, Maine",Piscataquis County,Maine
County,23023,"Sagadahoc County, Maine",Sagadahoc County,Maine
County,23025,"Somerset County, Maine",Somerset County,Maine
County,23027,"Waldo County, Maine",Waldo County,Maine
County,23029,"Washington County, Maine",Washington County,Maine
County,23031,"York County, Maine",York County,Maine
County,24001,"Allegany County, Maryland",Allegany County,Maryland
County,24003,"Anne Arundel County, Maryland",Anne Arundel County,Maryland
County,24005,"Baltimore County, Maryland",Baltimore County,Maryland
County,24009,"Calvert County, Maryland",Calvert County,Maryland
County,24011,"Caroline County, Maryland",Caroline County,Maryland
County,24013,"Carroll County, Maryland",Carroll County,Maryland
County,24015,"Cecil County, Maryland",Cecil County,Maryland
County,24017,"Charles County, Maryland",Charles County,Maryland
County,24019,"Dorchester County, Maryland",Dorchester County,Maryland
County,24021,"Frederick County, Maryland",Frederick County,Maryland
County,24023,"Garrett County, Maryland",Garrett County,Maryland
County,24025,"Harford County, Maryland",Harford County,Maryland
County,24027,"Howard County, Maryland",Howard County,Maryland
County,24029,"Kent County, Maryland",Kent County,Maryland
County,24031,"Montgomery County, Maryland",Montgomery County,Maryland
County,24033,"Prince George's County, Maryland",Prince George's County,Maryland
County,24035,"Queen Anne's County, Maryland",Queen Anne's County,Maryland
County,24037,"St. Mary's County, Maryland",St. Mary's County,Maryland
County,24039,"Somerset County, Maryland",Somerset County,Maryland
County,24041,"Talbot County, Maryland",Talbot County,Maryland
County,24043,"Washington County, Maryland",Washington County,Maryland
County,24045,"Wicomico County, Maryland",Wicomico County,Maryland
County,24047,"Worcester County, Maryland",Worcester County,Maryland
County,24510,"Baltimore city, Maryland",Baltimore city,Maryland
County,25001,"Barnstable County, Massachusetts",Barnstable County,Massachusetts
County,25003,"Berkshire County, Massachusetts",Berkshire County,Massachusetts
County,25005,"Bristol County, Massachusetts",Bristol County,Massachusetts
County,25007,"Dukes County, Massachusetts",Dukes County,Massachusetts
County,25009,"Essex County, Massachusetts",Essex County,Massachusetts
County,25011,"Franklin County, Massachusetts",Franklin County,Massachusetts
County,25013,"Hampden County, Massachusetts",Hampden County,Massachusetts
County,25015,"Hampshire County, Massachusetts",Hampshire County,Massachusetts
County,25017,"Middlesex County, Massachusetts",Middlesex County,Massachusetts
County,25019,"Nantucket County, Massachusetts",Nantucket County,Massachusetts
County,25021,"Norfolk County, Massachusetts",Norfolk County,Massachusetts
County,25023,"Plymouth County, Massachusetts",Plymouth County,Massachusetts
County,25025,"Suffolk County, Massachusetts",Suffolk County,Massachusetts
County,25027,"Worcester County, Massachusetts",Worcester County,Massachusetts
County,26001,"Alcona County, Michigan",Alcona County,Michigan
County,26003,"Alger County, Michigan",Alger County,Michigan
County,26005,"Allegan County, Michigan",Allegan County,Michigan
County,26007,"Alpena County, Michigan",Alpena County,Michigan
County,26009,"Antrim County, Michigan",Antrim County,Michigan
County,26011,"Arenac County, Michigan",Arenac County,Michigan
County,26013,"Baraga County, Michigan",Baraga County,Michigan
County,26015,"Barry County, Michigan",Barry County,Michigan
County,26017,"Bay County, Michigan",Bay County,Michigan
County,26019,"Benzie County, Michigan",Benzie County,Michigan
County,26021,"Berrien County, Michigan",Berrien County,Michigan
County,26023,"Branch County, Michigan",Branch County,Michigan
County,26025,"Calhoun County, Michigan",Calhoun County,Michigan
County,26027,"Cass County, Michigan",Cass County,Michigan
County,26029,"Charlevoix County, Michigan",Charlevoix County,Michigan
County,26031,"Cheboygan County, Michigan",Cheboygan County,Michigan
County,26033,"Chippewa County, Michigan",Chippewa County,Michigan
County,26035,"Clare County, Michigan",Clare County,Michigan
County,26037,"Clinton County, Michigan",Clinton County,Michigan
County,26039,"Crawford County, Michigan",Crawford County,Michigan
County,26041,"Delta County, Michigan",Delta County,Michigan
County,26043,"Dickinson County, Michigan",Dickinson County,Michigan
County,26045,"Eaton County, Michigan",Eaton County,Michigan
County,26047,"Emmet County, Michigan",Emmet County,Michigan
County,26049,"Genesee County, Michigan",Genesee County,Michigan
County,26051,"Gladwin County, Michigan",Gladwin County,Michigan
County,26053,"Gogebic County, Michigan",Gogebic County,Michigan
County,26055,"Grand Traverse County, Michigan",Grand Traverse County,Michigan
County,26057,"Gratiot County, Michigan",Gratiot County,Michigan
County,26059,"Hillsdale County, Michigan",Hillsdale County,Michigan
County,26061,"Houghton County, Michigan",Houghton County,Michigan
County,26063,"Huron County, Michigan",Huron County,Michigan
County,26065,"Ingham County, Michigan",Ingham County,Michigan
County,26067,"Ionia County, Michigan",Ionia County,Michigan
County,26069,"Iosco County, Michigan",Iosco County,Michigan
County,26071,"Iron County, Michigan",Iron County,Michigan
County,26073,"Isabella County, Michigan",Isabella County,Michigan
County,26075,"Jackson County, Michigan",Jackson County,Michigan
County,26077,"Kalamazoo County, Michigan",Kalamazoo County,Michigan
County,26079,"Kalkaska County, Michigan",Kalkaska County,Michigan
County,26081,"Kent County, Michigan",Kent County,Michigan
County,26083,"Keweenaw County, Michigan",Keweenaw County,Michigan
County,26085,"Lake County, Michigan",Lake County,Michigan
County,26087,"Lapeer County, Michigan",Lapeer County,Michigan
County,26089,"Leelanau County, Michigan",Leelanau County,Michigan
County,26091,"Lenawee County, Michigan",Lenawee County,Michigan
County,26093,"Livingston County, Michigan",Livingston County,Michigan
County,26095,"Luce County, Michigan",Luce County,Michigan
County,26097,"Mackinac County, Michigan",Mackinac County,Michigan
County,26099,"Macomb County, Michigan",Macomb County,Michigan
County,26101,"Manistee County, Michigan",Manistee County,Michigan
County,26103,"Marquette County, Michigan",Marquette County,Michigan
County,26105,"Mason County, Michigan",Mason County,Michigan
County,26107,"Mecosta County, Michigan",Mecosta County,Michigan
County,26109,"Menominee County, Michigan",Menominee County,Michigan
County,26111,"Midland County, Michigan",Midland County,Michigan
County,26113,"Missaukee County, Michigan",Missaukee County,Michigan
County,26115,"Monroe County, Michigan",Monroe County,Michigan
County,26117,"Montcalm County, Michigan",Montcalm County,Michigan
County,26119,"Montmorency County, Michigan",Montmorency County,Michigan
County,26121,"Muskegon County, Michigan",Muskegon County,Michigan
County,26123,"Newaygo County, Michigan",Newaygo County,Michigan
